Strain ,OD600,Dilution,Date,H2O2 Treatment(%),White,Black,HalfBlack,Quarterblack,3/4 Quarter Black,quar.quarblack,others,Notes
SOD2,1.717,20,9/18/12,0,718,152,3,1,0,0,,
SOD2,1.717,20,9/18/12,0,707,153,2,3,0,0,,
SOD2,1.717,20,9/18/12,0,722,141,2,0,0,0,,
SOD2,1.717,20,9/18/12,0.0001,439,105,4,9,3,0,,
SOD2,1.717,20,9/18/12,0.0001,500,137,2,3,1,0,,
SOD2,1.717,20,9/18/12,0.0001,551,97,3,2,0,0,,
SOD2,1.717,20,9/18/12,0.0005,138,39,3,6,1,0,,
SOD2,1.717,20,9/18/12,0.0005,120,39,2,1,1,0,,
SOD2,1.717,20,9/18/12,0.0005,142,36,1,2,2,0,,
SOD2,1.717,20,9/18/12,0.001,67,30,0,0,0,0,,
SOD2,1.717,20,9/18/12,0.001,73,17,4,1,0,0,,
SOD2,1.717,20,9/18/12,0.001,77,31,2,1,0,0
SOD2,1.717,20,9/18/12,0.0015,63,20,0,0,0,0
SOD2,1.717,20,9/18/12,0.0015,52,23,3,0,0,0
SOD2,1.717,20,9/18/12,0.0015,60,22,3,0,0,0
SOD2,1.717,20,9/18/12,0.002,47,11,2,2,2,0
SOD2,1.717,20,9/18/12,0.002,33,12,1,0,0,0
SOD2,1.717,20,9/18/12,0.002,42,13,1,1,1,1
SOD2,1.717,20,9/18/12,0.003,35,11,3,0,0,0
SOD2,1.717,20,9/18/12,0.003,32,9,1,1,0,0
SOD2,1.717,20,9/18/12,0.003,31,12,1,0,1,0
SOD2,1.717,20,9/18/12,0.005,32,14,0,3,2,0
SOD2,1.717,20,9/18/12,0.005,46,18,1,2,0,0
SOD2,1.717,20,9/18/12,0.005,38,17,0,1,0,0
SOD2,1.717,20,9/18/12,0.01,35,14,0,3,2,0
SOD2,1.717,20,9/18/12,0.01,46,18,1,2,0,0
SOD2,1.717,20,9/18/12,0.01,38,17,0,1,0,0
SOD2,1.717,20,9/18/12,0.02,16,6,0,1,0,0
SOD2,1.717,20,9/18/12,0.02,13,9,2,1,1,0
SOD2,1.717,20,9/18/12,0.02,16,8,1,0,0,0
